policy_id,customer_id,policy_effective_date,policy_expiration_date,policy_form,policy_status,annual_premium,deductible,wind_hail_deductible,hurricane_deductible,coverage_a_dwelling_flag,coverage_a_limit,coverage_b_other_structures_flag,coverage_b_limit,coverage_c_personal_property_flag,coverage_c_limit,coverage_d_loss_of_use_flag,coverage_d_limit,coverage_e_liability_flag,coverage_e_limit,coverage_f_medical_payments_flag,coverage_f_limit,first_line_of_address,county,state,zip_code,latitude,longitude,occupancy_type,property_value,property_age,roof_age,roof_material,construction_type,square_footage
POL00355,CUS00355,2023-04-28,2025-02-21,HO5,Active,4280,10000,10000,28200,1,565000,1,82000,1,314000,1,142000,1,100000,1,10000,8733 Rooks Park Cir,Hillsborough,FL,33619,27.936594,-82.36584,Owner Occupied,644000,45,31,Concrete Tile,Masonry,3855
POL00356,CUS00356,2009-03-10,2025-07-09,HO6,Active,5510,5000,5000,36000,1,720000,1,98000,1,437000,1,171000,1,500000,1,1000,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,Owner Occupied,784000,53,18,Flat/TPO,Reinforced Concrete,1430
POL00357,CUS00357,2009-09-22,2025-04-11,HO3,Active,5810,2000,10000,5100,1,256000,1,26000,1,129000,1,75000,1,500000,1,10000,921 N Central Ave,Hillsborough,FL,33602,27.95189,-82.4639,Owner Occupied,256000,43,2,Asphalt Shingle,Masonry,4459
POL00358,CUS00358,2023-03-24,2025-08-30,HO3,Active,6390,5000,5000,29000,1,968000,1,107000,1,498000,1,179000,1,500000,1,2500,1000 NW 7th St,Miami-Dade,FL,33136,25.78563,-80.201058,Owner Occupied,952000,33,16,Concrete Tile,Masonry,3425
POL00359,CUS00359,2011-11-29,2023-01-01,HO5,Active,9610,1500,1500,10700,1,536000,1,74000,1,262000,1,140000,1,300000,1,2500,8733 Rooks Park Cir,Hillsborough,FL,33619,27.936594,-82.36584,Owner Occupied,589000,20,1,Asphalt Shingle,Reinforced Concrete,1937
POL00360,CUS00360,2013-03-06,2025-03-06,HO3,Active,5380,1000,10000,42000,1,1399000,1,192000,1,734000,1,405000,1,300000,1,5000,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,Owner Occupied,1374000,7,7,Flat/TPO,Frame,3815
POL00361,CUS00361,2017-04-01,2024-04-05,DP3,Active,7190,2500,2500,29100,1,970000,1,110000,1,641000,1,214000,1,100000,0,0,2901 NE 1st Ave,Miami-Dade,FL,33137,25.802168,-80.187402,Owner Occupied,1268000,37,10,Asphalt Shingle,Masonry Veneer,1195
POL00362,CUS00362,2022-06-06,2025-04-04,HO6,Active,3690,2500,2500,34300,1,686000,1,60000,1,467000,1,110000,1,100000,1,10000,5127 W Tyson Ave,Hillsborough,FL,33611,27.888982,-82.504054,Secondary Residence,891000,26,25,Concrete Tile,Masonry,2074
POL00363,CUS00363,2018-07-22,2026-08-14,HO3,Active,4040,1000,7500,20100,1,670000,1,76000,1,329000,1,113000,1,500000,1,2500,1211 E Kennedy Blvd,Hillsborough,FL,33602,27.950366,-82.46105,Secondary Residence,803000,61,32,Tile,Reinforced Concrete,1968
POL00364,CUS00364,2008-01-14,2023-04-07,HO6,Active,2870,1500,10000,12800,1,641000,1,83000,1,310000,1,136000,1,100000,1,10000,645 NW 1st St,Miami-Dade,FL,33128,25.768528,-80.198928,Tenant Occupied,654000,4,4,Tile,Frame,3867
POL00365,CUS00365,2021-06-10,2025-05-27,HO6,Active,3670,1000,5000,19100,1,955000,1,117000,1,636000,1,222000,1,500000,1,10000,5127 W Tyson Ave,Hillsborough,FL,33611,27.888982,-82.504054,Owner Occupied,966000,64,30,Flat/TPO,Frame,2940
POL00366,CUS00366,2020-09-12,2025-05-07,HO3,Active,2950,10000,7500,27400,1,914000,1,126000,1,604000,1,169000,1,500000,1,2500,410 N Orange Ave,Orange,FL,32801,28.538032,-81.373544,Owner Occupied,983000,30,27,Metal,Masonry,3552
POL00367,CUS00367,2018-05-08,2022-12-07,HO3,Active,4890,2000,5000,70200,1,1403000,1,155000,1,694000,1,347000,1,500000,1,10000,310 N Orange Ave,Orange,FL,32801,28.543216,-81.372806,Owner Occupied,1409000,60,10,Flat/TPO,Reinforced Concrete,3716
POL00368,CUS00368,2010-09-25,2026-01-16,HO3,Active,6130,7500,10000,26000,1,867000,1,72000,1,509000,1,147000,1,500000,1,1000,310 N Orange Ave,Orange,FL,32801,28.543216,-81.372806,Owner Occupied,1005000,67,26,Concrete Tile,Reinforced Concrete,2735
POL00369,CUS00369,2019-05-26,2024-05-27,HO6,Active,2030,2500,10000,30000,1,601000,0,0,1,374000,1,112000,1,500000,1,10000,6501 S Westshore Blvd,Hillsborough,FL,33616,27.869022,-82.523216,Owner Occupied,706000,43,21,Concrete Tile,Masonry,4023
POL00370,CUS00370,2021-03-14,2024-02-26,HO6,Active,2270,10000,10000,59200,1,1183000,1,110000,1,699000,1,310000,1,100000,1,2500,1011 E Cumberland Ave,Hillsborough,FL,33602,27.948032,-82.463042,Owner Occupied,1244000,13,13,Concrete Tile,Masonry Veneer,898
POL00371,CUS00371,2008-02-21,2022-11-30,HO3,Active,7920,7500,10000,25800,1,516000,1,57000,1,303000,1,116000,1,300000,1,1000,9931 W Flagler St,Miami-Dade,FL,33174,25.75642,-80.352414,Owner Occupied,518000,22,3,Concrete Tile,Masonry,3790
POL00372,CUS00372,2011-04-28,2026-08-09,DP3,Active,3150,2500,2500,19200,1,639000,1,94000,1,384000,1,150000,0,0,0,0,2900 Biscayne Blvd,Miami-Dade,FL,33137,25.80518,-80.188488,Owner Occupied,777000,67,9,Tile,Masonry,3991
POL00373,CUS00373,2013-07-25,2024-08-19,DP3,Active,6350,2500,2500,20200,1,674000,1,79000,1,439000,1,156000,0,0,0,0,1115 E Twiggs St,Hillsborough,FL,33602,27.951524,-82.459604,Owner Occupied,808000,63,6,Tile,Frame,4036
POL00374,CUS00374,2018-06-10,2025-03-26,HO3,Active,7810,7500,7500,17400,1,871000,1,113000,1,607000,1,236000,1,100000,1,1000,6501 S Westshore Blvd,Hillsborough,FL,33616,27.869022,-82.523216,Owner Occupied,861000,62,2,Tile,Reinforced Concrete,4275
POL00375,CUS00375,2019-09-24,2026-02-13,HO6,Active,4370,2000,2500,11400,1,380000,1,44000,1,201000,1,90000,1,300000,1,2500,3000 NE 2nd Ave,Miami-Dade,FL,33137,25.808936,-80.195094,Tenant Occupied,435000,33,32,Flat/TPO,Frame,3943
POL00376,CUS00376,2019-09-12,2026-04-18,HO6,Active,4250,1000,7500,23000,1,767000,1,74000,1,521000,1,177000,1,500000,1,10000,8733 Rooks Park Cir,Hillsborough,FL,33619,27.936594,-82.36584,Secondary Residence,966000,31,13,Metal,Masonry,3368
POL00377,CUS00377,2012-05-20,2025-05-18,HO3,Active,2240,2500,2500,19500,1,975000,1,124000,1,624000,1,258000,1,100000,1,2500,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,Owner Occupied,1221000,7,7,Concrete Tile,Masonry Veneer,2943
POL00378,CUS00378,2021-09-28,2025-05-30,HO5,Active,4430,2000,2500,9500,1,473000,1,54000,1,289000,1,98000,1,500000,1,5000,2633 Azalea Garden Pl,Hillsborough,FL,33619,27.938868,-82.369974,Owner Occupied,594000,60,4,Flat/TPO,Masonry,1667
POL00379,CUS00379,2017-12-19,2023-04-01,HO3,Active,3320,2000,2500,16900,1,564000,1,74000,1,322000,1,101000,1,300000,1,5000,7511 Solstice Cir,Orange,FL,32821,28.411672,-81.46685,Owner Occupied,582000,45,30,Concrete Tile,Masonry Veneer,3280
POL00380,CUS00380,2012-08-22,2023-10-30,HO3,Active,3300,5000,5000,7200,1,361000,1,51000,1,199000,1,72000,1,100000,1,2500,7511 Solstice Cir,Orange,FL,32821,28.411672,-81.46685,Owner Occupied,409000,65,2,Tile,Concrete Block,1952
POL00381,CUS00381,2013-11-10,2022-09-04,DP3,Active,2860,1500,2500,15800,1,316000,1,33000,1,183000,1,94000,0,0,0,0,30 SW 1st St,Miami-Dade,FL,33130,25.765842,-80.208492,Owner Occupied,325000,30,19,Tile,Concrete Block,2978
POL00382,CUS00382,2015-09-23,2023-08-05,HO3,Active,6750,2500,5000,19700,1,987000,1,84000,1,517000,1,239000,1,300000,1,10000,9931 W Flagler St,Miami-Dade,FL,33174,25.75642,-80.352414,Owner Occupied,968000,18,18,Tile,Masonry,2366
POL00383,CUS00383,2018-08-11,2023-03-30,HO3,Active,3680,10000,10000,9900,1,493000,1,51000,1,236000,1,101000,1,100000,1,1000,645 NW 1st St,Miami-Dade,FL,33128,25.768528,-80.198928,Tenant Occupied,508000,49,21,Tile,Reinforced Concrete,1523
POL00384,CUS00384,2019-12-19,2023-12-01,HO6,Active,3360,2500,7500,10200,1,512000,1,74000,1,310000,1,110000,1,300000,1,10000,2751 NW 84th St,Miami-Dade,FL,33147,25.858766,-80.24016,Owner Occupied,657000,6,6,Flat/TPO,Masonry,4457
POL00385,CUS00385,2016-03-28,2025-10-30,HO3,Active,5940,10000,5000,8100,1,269000,1,37000,1,161000,1,52000,1,100000,1,5000,921 N Central Ave,Hillsborough,FL,33602,27.95189,-82.4639,Owner Occupied,277000,4,4,Concrete Tile,Masonry Veneer,4311
POL00386,CUS00386,2024-06-06,2026-03-29,HO5,Active,9780,10000,5000,19200,1,385000,1,40000,1,255000,1,82000,1,500000,1,10000,5432 W Tyson Ave,Hillsborough,FL,33611,27.888268,-82.506778,Owner Occupied,509000,37,21,Concrete Tile,Frame,822
POL00387,CUS00387,2014-10-26,2024-12-25,HO3,Active,4260,1500,5000,24100,1,1205000,1,180000,1,699000,1,361000,1,100000,1,1000,901 W Chestnut St,Hillsborough,FL,33607,27.956886,-82.501454,Owner Occupied,1436000,34,17,Metal,Concrete Block,3311
POL00388,CUS00388,2016-04-26,2025-02-07,HO3,Active,5480,5000,5000,12300,1,246000,1,20000,1,123000,1,58000,1,100000,1,10000,410 N Orange Ave,Orange,FL,32801,28.538032,-81.373544,Owner Occupied,307000,45,4,Asphalt Shingle,Frame,3467
POL00389,CUS00389,2009-01-24,2024-08-22,HO3,Active,4840,1000,2500,45200,1,905000,1,80000,1,468000,1,217000,1,300000,1,5000,3219 S Orange Ave,Orange,FL,32806,28.517866,-81.366976,Owner Occupied,894000,34,14,Metal,Masonry Veneer,3053
POL00390,CUS00390,2020-10-12,2023-12-09,HO6,Active,3760,2000,5000,34000,1,1135000,1,151000,1,753000,1,303000,1,300000,1,5000,710 NE 1st Ave,Miami-Dade,FL,33132,25.783848,-80.189314,Owner Occupied,1171000,23,11,Asphalt Shingle,Masonry Veneer,1269
POL00391,CUS00391,2019-09-29,2024-07-13,HO3,Active,9180,1000,2500,53300,1,1066000,1,159000,1,739000,1,248000,1,100000,1,10000,2650 Dade Ave,Orange,FL,32804,28.583628,-81.389606,Owner Occupied,1290000,21,21,Asphalt Shingle,Concrete Block,2635
POL00392,CUS00392,2019-02-10,2026-01-29,HO3,Active,6280,7500,2500,29300,1,977000,1,89000,1,619000,1,213000,1,300000,1,1000,645 NW 1st St,Miami-Dade,FL,33128,25.768528,-80.198928,Owner Occupied,986000,70,21,Flat/TPO,Masonry,3978
POL00393,CUS00393,2011-04-10,2025-07-21,HO3,Active,9200,2000,5000,17600,1,879000,1,107000,1,576000,1,230000,1,100000,1,1000,452 NE 31st St,Miami-Dade,FL,33137,25.805582,-80.194716,Tenant Occupied,1016000,52,12,Metal,Frame,2074
POL00394,CUS00394,2024-11-26,2025-07-14,HO3,Active,6930,7500,7500,15600,1,779000,1,69000,1,438000,1,217000,1,100000,1,1000,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,Tenant Occupied,968000,14,14,Flat/TPO,Reinforced Concrete,876
POL00395,CUS00395,2007-09-17,2023-07-18,DP3,Active,3840,1000,1000,10400,1,209000,1,31000,1,133000,1,32000,0,0,0,0,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,Owner Occupied,264000,75,26,Metal,Concrete Block,2955
POL00396,CUS00396,2017-10-12,2022-03-14,DP3,Active,9280,2500,2500,41700,1,1390000,1,158000,1,912000,1,250000,1,500000,0,0,452 NE 31st St,Miami-Dade,FL,33137,25.805582,-80.194716,Secondary Residence,1423000,71,27,Concrete Tile,Reinforced Concrete,4018
POL00397,CUS00397,2020-08-31,2024-05-26,DP3,Active,8070,7500,5000,22900,1,1145000,1,140000,1,743000,1,325000,1,500000,0,0,110 Zora Pl,Orange,FL,32810,28.615406,-81.425066,Owner Occupied,1134000,71,31,Concrete Tile,Frame,972
POL00398,CUS00398,2018-05-12,2024-11-21,HO3,Active,3110,7500,2500,22400,1,449000,1,55000,1,214000,1,106000,1,300000,1,1000,2828 NW 1st Ave,Miami-Dade,FL,33127,25.79715,-80.197564,Owner Occupied,529000,42,9,Concrete Tile,Masonry,1169
POL00399,CUS00399,2022-09-10,2024-06-28,HO6,Active,8250,2000,10000,27800,1,927000,1,113000,1,494000,1,225000,1,300000,1,10000,2650 Dade Ave,Orange,FL,32804,28.583628,-81.389606,Owner Occupied,1192000,11,11,Flat/TPO,Masonry,2066
POL00400,CUS00400,2018-10-05,2026-06-26,HO5,Active,4110,5000,10000,21100,1,702000,1,83000,1,485000,1,126000,1,300000,1,2500,218 NW 8th St,Miami-Dade,FL,33136,25.785132,-80.210772,Owner Occupied,775000,52,17,Asphalt Shingle,Concrete Block,2611
POL00401,CUS00401,2014-06-25,2023-04-21,HO3,Active,5180,7500,7500,16300,1,817000,1,66000,1,406000,1,210000,1,100000,1,1000,520 E Church St,Orange,FL,32801,28.542388,-81.368972,Owner Occupied,900000,6,6,Metal,Masonry Veneer,4475
POL00402,CUS00402,2021-10-29,2023-04-05,HO3,Active,2900,1500,1500,26600,1,1331000,1,193000,1,699000,1,222000,1,100000,1,10000,520 E Church St,Orange,FL,32801,28.542388,-81.368972,Owner Occupied,1303000,5,1,Tile,Frame,2639
POL00403,CUS00403,2015-02-01,2024-06-28,HO3,Active,5430,2000,2000,19500,1,649000,1,67000,1,379000,1,170000,1,500000,1,5000,520 E Church St,Orange,FL,32801,28.542388,-81.368972,Owner Occupied,679000,26,26,Tile,Concrete Block,3403
POL00404,CUS00404,2022-04-10,2025-04-21,HO5,Active,2500,2000,7500,62600,1,1253000,1,150000,1,568000,1,311000,1,300000,1,10000,520 E Church St,Orange,FL,32801,28.542388,-81.368972,Owner Occupied,1376000,62,29,Concrete Tile,Concrete Block,2467
POL00405,CUS00405,2022-03-26,2023-11-11,HO5,Active,4700,2500,7500,19100,1,953000,1,96000,1,520000,1,285000,1,500000,1,1000,410 N Orange Ave,Orange,FL,32801,28.538032,-81.373544,Secondary Residence,1220000,63,1,Tile,Frame,4473
POL00406,CUS00406,2021-09-26,2024-05-03,HO5,Active,2430,7500,7500,35900,1,1196000,1,169000,1,794000,1,338000,1,300000,1,2500,310 N Orange Ave,Orange,FL,32801,28.543216,-81.372806,Owner Occupied,1301000,38,5,Concrete Tile,Masonry Veneer,3927
POL00407,CUS00407,2020-01-31,2025-03-05,HO3,Active,4150,1000,2500,22600,1,1131000,1,167000,1,543000,1,176000,1,300000,1,2500,101 Lake Ave,Orange,FL,32801,28.539466,-81.369524,Secondary Residence,1323000,36,7,Asphalt Shingle,Masonry Veneer,2493
POL00408,CUS00408,2022-08-07,2025-03-15,HO3,Active,2000,5000,2500,8900,1,446000,1,65000,1,216000,1,79000,1,300000,1,5000,410 N Orange Ave,Orange,FL,32801,28.538032,-81.373544,Owner Occupied,477000,70,6,Asphalt Shingle,Reinforced Concrete,1255
POL00409,CUS00409,2022-06-21,2025-10-10,HO5,Active,9590,1000,2500,57600,1,1151000,1,131000,1,690000,1,197000,1,500000,1,10000,310 N Orange Ave,Orange,FL,32801,28.543216,-81.372806,Secondary Residence,1299000,42,11,Metal,Masonry,3566
POL00410,CUS00410,2009-04-23,2023-09-16,HO5,Active,5070,1500,1500,13100,1,653000,1,82000,1,433000,1,182000,1,500000,1,10000,520 E Church St,Orange,FL,32801,28.542388,-81.368972,Owner Occupied,672000,32,23,Concrete Tile,Concrete Block,2316
POL00411,CUS00411,2012-08-06,2024-06-27,HO5,Active,3880,10000,10000,30000,1,1000000,1,82000,1,659000,1,243000,1,300000,1,2500,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,Owner Occupied,1107000,19,19,Asphalt Shingle,Masonry,2447
POL00412,CUS00412,2016-01-16,2024-06-25,HO5,Active,3170,2000,10000,16600,1,332000,1,33000,1,156000,1,75000,1,500000,1,5000,101 Lake Ave,Orange,FL,32801,28.539466,-81.369524,Owner Occupied,461000,58,25,Flat/TPO,Masonry Veneer,3630
POL00413,CUS00413,2016-09-28,2022-11-05,HO3,Active,6130,5000,5000,15200,1,305000,1,34000,1,153000,1,81000,1,100000,1,1000,310 N Orange Ave,Orange,FL,32801,28.543216,-81.372806,Secondary Residence,320000,8,8,Asphalt Shingle,Frame,4051
POL00414,CUS00414,2012-01-31,2024-02-01,HO5,Active,8140,2000,10000,20000,1,1000000,1,119000,1,548000,1,172000,1,300000,1,2500,410 N Orange Ave,Orange,FL,32801,28.538032,-81.373544,Owner Occupied,1171000,3,3,Metal,Reinforced Concrete,2930
POL00415,CUS00415,2023-09-24,2025-09-17,HO3,Active,8930,1500,2500,32000,1,641000,1,76000,1,311000,1,145000,1,300000,1,2500,520 E Church St,Orange,FL,32801,28.542388,-81.368972,Owner Occupied,783000,27,27,Tile,Reinforced Concrete,1073
POL00416,CUS00416,2012-09-04,2024-11-28,HO6,Active,3180,1000,5000,15500,1,518000,1,48000,1,284000,1,115000,1,500000,1,1000,101 Lake Ave,Orange,FL,32801,28.539466,-81.369524,Secondary Residence,665000,63,5,Metal,Reinforced Concrete,1685
POL00417,CUS00417,2006-09-15,2022-08-30,HO6,Active,5140,7500,7500,21100,1,702000,1,100000,1,440000,1,118000,1,100000,1,1000,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,Owner Occupied,845000,4,4,Metal,Frame,1931
POL00418,CUS00418,2012-10-21,2025-12-16,HO3,Active,8870,7500,10000,31000,1,1034000,1,89000,1,585000,1,231000,1,300000,1,5000,520 E Church St,Orange,FL,32801,28.542388,-81.368972,Owner Occupied,1055000,46,23,Flat/TPO,Reinforced Concrete,4016
POL00419,CUS00419,2013-04-03,2022-10-30,DP3,Active,8200,5000,2500,13700,1,687000,1,57000,1,478000,1,177000,0,0,0,0,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,Owner Occupied,716000,18,18,Tile,Frame,2179
POL00420,CUS00420,2022-12-26,2024-07-23,HO3,Active,8490,10000,10000,43600,1,872000,1,104000,1,523000,1,202000,1,500000,1,1000,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,Secondary Residence,1026000,43,32,Concrete Tile,Masonry Veneer,2963
POL00421,CUS00421,2011-02-04,2023-05-19,HO6,Active,2440,10000,2500,30900,1,618000,1,60000,1,402000,1,129000,1,500000,1,10000,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,Secondary Residence,610000,37,19,Concrete Tile,Concrete Block,3725
POL00422,CUS00422,2010-07-14,2023-03-09,HO3,Active,4020,5000,10000,7700,1,383000,1,53000,1,268000,1,114000,1,500000,1,5000,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,Owner Occupied,373000,38,5,Tile,Concrete Block,1060
POL00423,CUS00423,2018-12-17,2024-11-13,HO5,Active,7620,10000,5000,39100,1,1303000,1,149000,1,767000,1,334000,1,100000,1,2500,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,Owner Occupied,1333000,47,7,Flat/TPO,Masonry,4331
POL00424,CUS00424,2023-05-03,2024-11-16,HO3,Active,5580,1500,2500,9900,1,494000,0,0,1,309000,1,130000,1,100000,1,1000,733 Main Ln,Orange,FL,32801,28.546738,-81.375962,Secondary Residence,674000,44,2,Concrete Tile,Masonry Veneer,3691
POL00425,CUS00425,2009-02-13,2024-09-22,HO3,Active,2430,10000,10000,7000,1,348000,1,38000,1,200000,1,76000,1,100000,1,10000,101 Lake Ave,Orange,FL,32801,28.539466,-81.369524,Owner Occupied,359000,4,4,Asphalt Shingle,Frame,1290
POL00426,CUS00426,2019-11-10,2025-03-22,HO3,Active,8920,10000,2500,3500,1,174000,1,19000,1,107000,1,45000,1,100000,1,1000,101 Lake Ave,Orange,FL,32801,28.539466,-81.369524,Owner Occupied,225000,29,13,Metal,Masonry Veneer,1535
POL00427,CUS00427,2008-02-07,2022-10-20,HO6,Active,7610,5000,7500,3200,1,161000,1,21000,1,94000,1,36000,1,100000,1,2500,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,Owner Occupied,223000,10,10,Concrete Tile,Frame,1168
POL00428,CUS00428,2014-09-05,2025-07-12,HO5,Active,8510,1000,5000,35800,1,1194000,1,144000,1,608000,1,309000,1,500000,1,10000,733 Main Ln,Orange,FL,32801,28.546738,-81.375962,Owner Occupied,1401000,13,13,Metal,Concrete Block,3020
POL00429,CUS00429,2017-09-17,2022-09-30,HO5,Active,3370,2500,2500,4900,1,245000,1,25000,1,151000,1,49000,1,100000,1,5000,733 Main Ln,Orange,FL,32801,28.546738,-81.375962,Owner Occupied,259000,36,13,Concrete Tile,Masonry,935
POL00430,CUS00430,2018-05-10,2025-02-09,HO6,Active,6020,7500,5000,6400,1,214000,0,0,1,124000,1,42000,1,500000,1,5000,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,Owner Occupied,227000,8,8,Metal,Masonry,1068
POL00431,CUS00431,2016-11-26,2023-03-10,HO6,Active,9020,2000,10000,34500,1,690000,1,78000,1,402000,1,161000,1,100000,1,2500,101 Lake Ave,Orange,FL,32801,28.539466,-81.369524,Secondary Residence,873000,32,27,Tile,Masonry,1965
POL00432,CUS00432,2017-11-29,2024-07-02,HO3,Active,8030,10000,7500,11100,1,371000,1,35000,1,207000,1,85000,1,500000,1,5000,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,Tenant Occupied,461000,73,14,Flat/TPO,Reinforced Concrete,960
POL00433,CUS00433,2018-08-17,2024-12-30,HO6,Active,2940,1500,5000,22100,1,442000,1,64000,1,230000,1,101000,1,300000,1,2500,733 Main Ln,Orange,FL,32801,28.546738,-81.375962,Owner Occupied,601000,66,24,Asphalt Shingle,Concrete Block,1700
POL00434,CUS00434,2011-05-22,2022-08-22,HO3,Active,5170,10000,7500,17500,1,874000,1,114000,1,495000,1,199000,1,100000,1,10000,733 Main Ln,Orange,FL,32801,28.546738,-81.375962,Owner Occupied,981000,44,17,Metal,Masonry,3912
POL00435,CUS00435,2007-11-18,2023-07-25,HO5,Active,2190,2000,2500,8500,1,426000,1,61000,1,228000,1,99000,1,500000,1,1000,101 Lake Ave,Orange,FL,32801,28.539466,-81.369524,Owner Occupied,425000,52,11,Asphalt Shingle,Frame,1567
POL00436,CUS00436,2021-02-08,2024-11-21,HO3,Active,8900,5000,7500,12900,1,644000,1,83000,1,413000,1,115000,1,100000,1,2500,310 N Orange Ave,Orange,FL,32801,28.543216,-81.372806,Owner Occupied,831000,11,11,Metal,Reinforced Concrete,1854
POL00437,CUS00437,2015-04-08,2025-11-19,DP3,Active,3260,5000,5000,19800,1,991000,1,139000,1,522000,1,202000,0,0,0,0,520 E Church St,Orange,FL,32801,28.542388,-81.368972,Tenant Occupied,1080000,75,26,Tile,Masonry,2541
POL00438,CUS00438,2020-05-17,2023-03-13,HO5,Active,5480,5000,10000,49100,1,982000,1,112000,1,659000,1,224000,1,500000,1,10000,101 Lake Ave,Orange,FL,32801,28.539466,-81.369524,Owner Occupied,1185000,22,22,Flat/TPO,Concrete Block,1755
POL00439,CUS00439,2022-12-01,2026-02-14,HO3,Active,4510,2500,2500,36200,1,724000,1,109000,1,452000,1,203000,1,300000,1,5000,101 Lake Ave,Orange,FL,32801,28.539466,-81.369524,Owner Occupied,908000,57,1,Concrete Tile,Masonry Veneer,3181
POL00440,CUS00440,2014-12-18,2026-02-10,DP3,Active,7360,1500,10000,38600,1,771000,1,95000,1,397000,1,227000,0,0,0,0,733 Main Ln,Orange,FL,32801,28.546738,-81.375962,Owner Occupied,787000,27,11,Tile,Concrete Block,1187
POL00441,CUS00441,2013-10-27,2023-04-13,HO3,Active,7290,1500,7500,14400,1,720000,1,80000,1,354000,1,118000,1,100000,1,5000,520 E Church St,Orange,FL,32801,28.542388,-81.368972,Owner Occupied,986000,12,7,Metal,Frame,2183
POL00442,CUS00442,2020-02-15,2024-08-24,HO3,Active,7080,1500,7500,39600,1,792000,1,92000,1,509000,1,185000,1,300000,1,2500,101 Lake Ave,Orange,FL,32801,28.539466,-81.369524,Owner Occupied,1006000,30,19,Metal,Masonry Veneer,4081
POL00443,CUS00443,2020-05-10,2024-01-17,HO3,Active,2710,10000,5000,23100,1,1154000,1,115000,1,542000,1,179000,1,300000,1,10000,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,Owner Occupied,1128000,24,17,Tile,Concrete Block,1848
POL00444,CUS00444,2014-11-01,2023-05-02,HO3,Active,8590,1500,7500,30200,1,1007000,1,139000,1,481000,1,166000,1,300000,1,10000,733 Main Ln,Orange,FL,32801,28.546738,-81.375962,Owner Occupied,1047000,46,10,Asphalt Shingle,Masonry,3615
POL00445,CUS00445,2007-03-02,2022-11-16,HO3,Active,8470,1500,1500,13800,1,689000,1,78000,1,349000,1,206000,1,500000,1,10000,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,Owner Occupied,729000,3,3,Asphalt Shingle,Masonry Veneer,985
POL00446,CUS00446,2018-06-28,2023-12-14,HO3,Active,6700,10000,10000,32600,1,651000,1,72000,1,359000,1,187000,1,300000,1,5000,733 Main Ln,Orange,FL,32801,28.546738,-81.375962,Owner Occupied,878000,53,8,Tile,Masonry Veneer,4119
POL00447,CUS00447,2017-04-06,2023-08-14,HO6,Active,8670,5000,7500,31000,1,1035000,1,111000,1,535000,1,222000,1,500000,1,10000,733 Main Ln,Orange,FL,32801,28.546738,-81.375962,Tenant Occupied,1021000,11,11,Concrete Tile,Masonry,948
POL00448,CUS00448,2023-05-11,2025-04-16,HO6,Active,3360,2500,10000,24100,1,1203000,0,0,1,595000,1,255000,1,300000,1,10000,310 N Orange Ave,Orange,FL,32801,28.543216,-81.372806,Owner Occupied,1202000,8,8,Flat/TPO,Masonry Veneer,2013
